"","x"
"3004",6.20151396008153
"3007",5.87841070823534
"3010",5.9632592945343
"3012",6.52653740068889
"3013",6.52546474857213
"3014",6.71588606175804
"3015",5.80369029001311
"3017",6.71588606175804
"3018",6.20281614855965
"3019",6.57540624245891
"3021",5.60623385667078
"3027",5.8318138362772
"3029",5.95698723754256
"3030",6.51434763835846
"3031",6.51434763835846
"3033",6.1688625495378
"3034",5.71177437665967
"3035",5.68658938926422
"3037",5.73539252793809
"3038",5.72859443067898
"3039",6.31901786938144
"3042",5.6980212036273
"3043",5.72859443067898
"3045",5.63173367182505
"3046",6.13488869925069
"3048",6.63442446431788
"3049",6.67066657638296
"3055",6.22329256649945
"3056",6.7117066655032
"3060",5.9926099606208
"3061",5.88643628911905
"3062",5.88643628911905
"3069",6.82204892100294
"3071",6.73265235410238
"3072",6.27076564534527
"3074",6.51628561669763
"3075",5.96665243805756
"3076",6.70208279645127
"3079",6.47183721992921
"3081",5.9926099606208
"3082",5.88643628911905
"3088",6.07525711758616
"3089",5.95743685936481
"3090",6.01160576484951
"3093",6.06669680277019
"3097",6.44011262818869
"3099",6.1710038439046
"3100",6.39286315945798
"3102",5.99591640859657
"3103",5.43260142119748
"3106",5.95170084251211
"3108",5.83325768086903
"3109",5.87489277974629
"3111",6.20647133699841
"3112",6.48545868661984
"3115",6.52054096921083
"3117",6.23205112485327
"3119",6.86627699584977
"3120",5.30226410224521
"3121",5.51510916029147
"3122",5.74471344590426
"3123",7.16207555108038
"3126",5.96792956883203
"3127",6.36972983433946
"3133",6.52054096921083
"3135",6.53094561090425
"3136",5.40035701976878
"3137",6.49342115324937
"3138",6.01445670599841
"3140",5.70003995732188
"3141",5.40035701976878
"3144",6.49342115324937
"3145",5.82945088901711
"3147",5.82945088901711
"3151",7.05817366346907
"3156",6.483140720018
"3159",6.76078675277683
"3160",6.24517794211984
"3162",6.19899346693979
"3163",6.483140720018
"3169",6.80790731405351
"3170",6.03954391736176
"3177",6.40344732587881
"3180",5.89555278115692
"3182",6.99227258683622
"3183",6.01692418514309
"3190",5.9786689156697
"3191",6.69065617748997
"3192",6.32546330865808
"3193",6.99227258683622
"3194",6.01692418514309
"3196",6.23235946816011
"3198",6.67812348474894
"3199",6.24491926420277
"3200",6.75501885077859
"3201",6.56709602735094
"3202",6.67812348474894
"3204",6.24491926420277
"3206",6.46357836419251
"3209",6.25098833951395
"3210",6.26883918578493
"3214",5.89756207341539
"3218",5.19200465721375
"3222",6.55595096012674
"3224",6.49608020194704
"3226",6.86455077802587
"3227",5.91933690763633
"3228",5.55941001323195
"3230",6.42696595624023
"3233",6.07438682150247
"3234",6.55542424614006
"3236",6.4012334696875
"3239",5.46242569505137
"3244",6.34641863926847
"3245",7.17332282250235
"3246",5.46242569505137
"3247",6.48256844745395
"3249",6.13684139082103
"3250",6.16749274465743
"3251",6.69700435506759
"3252",5.70255282052648
"3254",6.36392400081875
"3255",5.9575027556885
"3256",5.98872974016952
"3257",5.98872974016952
"3261",5.98872974016952
"3268",5.80409709714124
"3269",6.50239879492681
"3270",5.51388886096273
"3272",6.31873083263377
"3276",5.46841889747822
"3278",6.09020843686537
"3279",5.51388886096273
"3280",6.19975066508238
"3281",5.86146517541892
"3282",6.34875782728129
"3286",6.18824897606337
"3287",6.10660888096793
"3288",6.18824897606337
"3290",5.44056389102651
"3292",7.14383092006196
"3294",6.73732704203608
"3298",5.52457810766332
"3302",7.14383092006196
"3303",6.56980074907965
"3304",7.37745056473759
"3307",6.74155620934196
"3309",5.67756915727446
"3313",6.94890391465897
"3318",6.07550057916218
"3319",6.90820134015471
"3323",6.7956937781641
"3324",6.34438487040075
"3328",5.81596326565543
"3331",5.92668843072726
"3332",6.07349549555577
"3333",6.43845360863255
"3334",6.09934149825753
"3335",5.84106451385924
"3337",5.6362030669276
"3338",5.6362030669276
"3341",6.32413593272897
"3342",5.66842333341308
"3343",6.02454690124669
"3345",5.6362030669276
"3346",6.03937041385397
"3347",6.05323979480643
"3349",5.484555095072
"3351",6.32179286983166
"3352",6.81659579130334
"3356",6.51760044536668
"3357",6.25188450022018
"3358",6.36138607714491
"3359",6.58109564994196
"3362",6.08550034258027
"3363",6.32179286983166
"3364",6.81659579130334
"3369",5.96064395679275
"3370",6.51934840773681
"3371",6.84016594947533
"3372",6.37452385372519
"3375",5.70709868268447
"3376",6.04516335369221
"3378",5.96695538266194
"3382",6.20826920937809
"3385",6.128951200366
"3387",6.61439995378735
"3390",6.61616218748333
"3392",6.70867046934335
"3393",6.60896620839945
"3395",5.55290693571723
"3398",6.10814980035538
"3399",5.62461142510363
"3401",5.48932021106523
"3402",6.47411627738644
"3403",5.48932021106523
"3406",5.73304303228216
"3407",5.94439764835634
"3409",5.59956139763757
"3410",5.92394465482626
"3413",5.86574201244113
"3420",6.79303107125903
"3423",6.85507611060596
"3428",6.22804431851569
"3429",6.46141948957582
"3433",6.14021200057642
"3436",6.45613733680227
"3439",5.4196456391523
"3441",6.76960407689576
"3447",5.71103597440554
"3451",6.55258094972713
"3457",5.54551970159719
"3458",6.7993481203533
"3460",5.38133497081024
"3465",5.57458222006607
"3468",5.5271742658754
"3469",7.24812137208596
"3470",5.38133497081024
"3472",6.25582390777411
"3473",6.09885973688915
"3474",6.69885572874335
"3475",5.50681664159146
"3477",6.70915255689086
"3478",6.22653855548258
"3480",6.89944477547059
"3481",6.69885572874335
"3482",5.8819417211348
"3483",6.81047545642481
"3484",6.39547918905089
"3485",6.70915255689086
"3488",5.50681664159146
"3489",6.33155476104648
"3491",6.22653855548258
"3493",7.12110090428783
"3494",7.12110090428783
"3495",6.29120276089215
"3497",6.15388926419013
"3499",5.48567688275176
"3500",6.8072443756337
"3501",7.12110090428783
"3504",6.76573103539054
"3505",6.66107464172279
"3506",6.39192299912289
"3508",6.99241577829002
"3510",5.57698230757139
"3511",5.67789831764157
"3515",7.22200316728566
"3518",7.17763300468872
"3522",6.1774906386835
"3532",5.48109590199375
"3537",5.96170224738284
"3539",6.51793844437378
"3541",6.81347857188635
"3542",6.16446544708865
"3546",5.73416689736216
"3549",6.51751336629977
"3550",6.07133719319727
"3551",6.2914010340954
"3552",5.90199617688482
"3553",5.90199617688482
"3554",5.90199617688482
"3555",6.3212851865994
"3556",6.13290380153157
"3558",6.3212851865994
"3559",5.90199617688482
"3560",5.47347058671666
"3563",6.50488612654091
"3564",5.21709027646436
"3566",5.89198357853311
"3568",5.99821642777403
"3571",5.99821642777403
"3574",6.0431920897211
"3575",5.88342275334964
"3576",6.28210546084076
"3577",6.09110459024513
"3578",6.29809144260184
"3580",5.98415393323584
"3583",5.96758518793162
"3584",5.47230446280858
"3585",5.98415393323584
"3587",5.93723591344279
"3592",5.75007610438209
"3593",5.93484282251626
"3594",5.93723591344279
"3595",6.22073101649602
"3600",5.54557527779215
"3601",6.39029556587663
"3602",5.75136367793993
"3603",5.9573937910346
"3604",6.78872752751613
"3605",6.54330597188757
"3606",5.41762442714074
"3608",6.50410278953282
"3609",6.04620905735289
"3614",6.04620905735289
"3615",5.42675652765288
"3616",6.14295723490362
"3618",5.80442852482436
"3622",5.9175204140902
"3633",5.85820319900123
"3635",6.04304567695247
"3638",5.97070477732915
"3639",6.75984605072413
"3640",6.30876419676911
"3641",6.32705633888917
"3644",6.32705633888917
"3648",6.71566614928223
"3650",6.4941011256524
"3652",5.49981737349785
"3657",6.49682988212737
"3659",6.04002795539616
"3662",5.83251118060376
"3667",6.11742720522131
"3668",6.89773257161661
"3672",6.78915695366007
"3673",6.61718817524883
"3674",7.01993458319095
"3675",5.13738110564593
"3676",5.82136099329773
"3677",7.01993458319095
"3682",6.96496012951221
"3685",6.79216637390534
"3688",6.5847224214305
"3690",6.96496012951221
"3692",6.32100329169225
"3694",6.79216637390534
"3696",6.26326872500179
"3697",6.51661524724665
"3699",6.39686681435793
"3702",5.60095329149093
"3703",5.58110743958036
"3704",5.58110743958036
"3705",5.58110743958036
"3706",5.58110743958036
"3707",6.76159250442981
"3708",6.44548842086646
"3712",5.58110743958036
"3713",5.76407268407447
"3717",6.0592984396788
"3718",5.44162110800491
"3720",5.55098674290658
"3721",6.45718243809416
"3722",5.31041496557366
"3723",5.30440847008011
"3725",6.13164807075837
"3726",6.18458986989299
"3729",7.32111348401831
"3731",5.92230664738353
"3732",6.24005784614052
"3734",7.01124445250221
"3735",5.74834434638268
"3739",5.45312660010846
"3742",6.00751943330942
"3745",6.00751943330942
"3746",6.00751943330942
"3747",6.33692934806234
"3749",5.71631152656431
"3752",5.50436936381464
"3753",5.7686340446611
"3756",6.51327952238664
"3758",5.7686340446611
"3759",5.71226045627293
"3762",6.19791542905998
"3766",5.52610847030267
"3770",5.52610847030267
"3771",6.16999984262346
"3777",6.48576122323119
"3787",5.36088827228042
"3789",5.59894626767107
"3790",5.61557573418929
"3802",6.05457378008061
"3803",5.81404284919268
"3805",5.36940933761142
"3812",5.74165553563771
"3813",5.81404284919268
"3815",5.78362026002813
"3818",6.0930698576841
"3819",6.28224798054559
"3820",6.28224798054559
"3822",5.99280358936457
"3824",5.62806962112214
"3825",6.14627899229491
"3827",6.28224798054559
"3830",6.8293413835803
"3837",6.51600867145171
"3838",6.51600867145171
"3841",5.97754798193071
"3847",6.77657208780633
"3851",6.77657208780633
"3852",7.71536913972207
"3853",6.72444682099254
"3856",6.17598490026285
"3859",7.007233994927
"3860",5.50146586872684
"3861",5.50146586872684
"3866",6.95881083237672
"3867",5.93610874708365
"3868",5.50146586872684
"3877",6.15427761210809
"3878",5.76591284200204
"3883",5.98572682948125
"3884",6.46827711171023
"3885",5.68610662645024
"3887",6.46827711171023
"3891",5.99960854408065
"3893",6.20210373879964
"3895",6.29987690176221
"3896",6.34418441449738
"3897",6.00565923010411
"3904",5.88138521341591
"3911",7.07765535536346
"3914",5.81226448611166
"3918",5.52975780809339
"3919",7.29795304209509
"3920",6.77136356985084
"3921",5.91308773467373
"3922",5.84390780823042
"3925",5.16703103355266
"3928",5.94017377410987
"3930",5.40357339408011
"3932",6.82692173652285
"3937",5.82466565166569
"3940",6.10592976273993
"3941",5.41927883253045
"3945",6.10694846605442
"3947",6.53073893232968
"3948",6.70475283470169
"3951",5.33853110805196
"3952",5.47866418873029
"3955",5.47866418873029
"3960",5.88344290260773
"3961",5.69122300113163
"3965",5.25559550348376
"3967",5.88344290260773
"3970",6.1544194823363
"3972",6.1544194823363
"3975",5.54774860194449
"3979",5.80069477285135
"3984",5.95036194148347
"3991",5.45701468166213
"3992",5.50946549020246
"3993",6.06306217935283
"3994",6.08694724673154
"3995",6.08694724673154
"3996",5.64761777130586
"3997",6.08694724673154
"3998",6.79265070361125
"4004",6.56877646759788
"4008",5.16059890169667
"4011",6.35153818971446
"4012",6.79265070361125
"4014",5.64972406152012
"4016",4.62333288157073
"4017",5.41407180962883
"4025",6.2680918207753
"4028",5.17986763328844
"4029",6.57378450481031
"4033",5.47421104426847
"4034",6.06928814968514
"4042",5.66056614624897
"4044",5.88841776526532
"4046",5.88841776526532
"4049",6.4970115838147
"4050",6.50857528238062
"4052",6.26795783281408
"4054",5.88841776526532
"4055",6.05805786725447
"4059",6.4970115838147
"4060",6.50857528238062
"4069",6.10393452421679
"4071",5.73627317268449
"4072",6.17619203373903
"4077",5.72819888718639
"4078",5.84436424481013
"4079",5.90177371104865
"4080",5.72174818974705
"4081",5.70310880492689
"4084",5.51389867145718
"4087",5.4383725465327
"4091",5.59009918209616
"4095",6.86921217207782
"4097",5.00292463102394
"4103",5.56408201934916
"4105",6.23376411556364
"4109",6.50586581896916
"4112",6.02730164833969
"4114",6.40400380866543
"4115",6.21588312016488
"4116",6.28585209507698
"4117",5.42094835493805
"4120",5.98619669582444
"4121",5.5568886524377
"4129",5.80299404737808
"4130",6.77959889436364
"4132",5.44625789872926
"4133",5.44625789872926
"4134",6.0441737111449
"4138",5.44625789872926
"4140",6.28812146164566
"4142",5.95272045502869
"4143",6.05329733630351
"4145",5.95272045502869
"4148",6.28812146164566
"4149",5.37165893417672
"4150",7.36796459422185
"4154",5.36475706510548
"4156",5.36475706510548
"4157",5.27248085985044
"4162",5.93937847907463
"4166",6.27356499657764
"4168",7.29184431696277
"4171",5.93937847907463
"4173",5.69849295773312
"4175",5.50887676038361
"4176",5.7304908534613
"4178",5.9571427299728
"4182",5.79721169459774
"4183",5.2284753226244
"4185",6.50236338963528
"4187",5.62639376604188
"4189",5.87843039021561
"4192",5.96501123935201
"4193",5.873133701702
"4195",5.873133701702
"4196",6.831573322989
"4199",5.32050170573156
"4200",6.39170473639439
"4204",5.44104118732111
"4206",5.9822710384931
"4209",6.02754666113723
"4212",5.70358406158176
"4213",4.81054876743987
"4216",5.25917189785403
"4220",5.25917189785403
"4221",6.25905733692624
"4225",6.82965938908919
"4226",5.92692306257915
"4230",5.59767616080632
"4231",5.35081296738898
"4235",5.6931922426091
"4237",5.45457207852559
"4239",5.45457207852559
"4243",5.85317910469507
"4246",5.61708785546988
"4250",5.8747458141376
"4253",6.51392803285005
"4256",4.93072845264902
"4258",6.31324227246897
"4259",6.3697273405645
"4261",6.02675583286699
"4267",6.37423755830499
"4269",6.46352228899579
"4270",5.70516898250351
"4272",5.59940266558604
"4274",5.85509200380638
"4275",5.85509200380638
"4276",5.85509200380638
"4283",5.85710044489679
"4285",6.04182778073006
"4286",6.04182778073006
"4287",6.04182778073006
"4288",5.45633974479495
"4293",6.04969531038046
"4295",5.99724404486946
"4298",6.33355777918668
"4299",6.49817492948964
"4305",5.97714789008559
"4306",5.8706917673896
"4308",6.26337618504745
"4313",6.59069749547886
"4315",6.17308921538459
"4320",6.73456323437938
"4321",5.60869485331382
"4323",6.25703606516757
"4324",6.19015159402134
"4328",5.67909017066642
"4329",5.95331890950329
"4330",5.67963951598886
"4331",5.67909017066642
"4333",5.84210681079185
"4334",5.84210681079185
"4336",5.84210681079185
"4341",5.84210681079185
"4344",5.88167564938248
"4346",6.07464303433736
"4349",5.44226658889875
"4351",6.76061326392446
"4352",6.60435919229166
"4354",6.3749008747333
"4355",6.06077692641439
"4356",6.60435919229166
"4357",5.85031789466038
"4358",6.29772372770327
"4359",5.73450410832518
"4362",6.66598114558403
"4363",6.75706363691836
"4365",6.0633483067185
"4366",5.62438688384955
"4368",5.53182869167224
"4369",5.98796598518747
"4376",5.99767363024387
"4380",5.08875186198921
"4381",6.03775301707972
"4383",6.01748746276054
"4386",5.63269424915803
"4387",6.04901686820547
"4388",6.28171897037604
"4389",5.47515367660089
"4390",5.94646909812612
"4391",5.7477905033284
"4393",5.7477905033284
"4394",6.41206281635137
"4395",6.22876017824093
"4397",5.73251517624204
"4398",5.73251517624204
"4400",5.79277700812322
"4407",6.67680799812769
"4410",6.67680799812769
"4411",5.58265694978392
"4414",6.7451286272137
"4417",5.58744798171193
"4418",5.78893662472234
"4419",5.81196018721657
"4421",5.81196018721657
"4422",5.81196018721657
"4423",5.78893662472234
"4425",5.81196018721657
"4426",5.79997867579029
"4427",5.7940408646515
"4429",6.42063766730236
"4435",5.82802841586979
"4436",6.07395506247419
"4437",6.01047061016626
"4438",6.0805128441189
"4441",5.32471581001286
"4442",6.5399280147818
"4443",5.32471581001286
"4444",5.1549134050953
"4450",6.11121807172887
"4451",5.94044055408701
"4454",6.08229366636627
"4457",5.71683237304005
"4458",5.71683237304005
"4462",5.77755305166253
"4463",6.88772606078808
"4464",6.45089611962823
"4465",5.68983057181192
"4467",5.96700425584793
"4468",5.85883891617499
"4469",6.20063021540452
"4470",6.08714340614933
"4472",6.55810404972555
"4475",5.86927132988041
"4478",5.49443668827993
"4479",5.49443668827993
"4484",4.73629790196626
"4488",6.74729328071668
"4489",6.77630750050356
"4493",6.5858229594807
"4494",5.98115154625271
"4495",6.13677293031719
"4500",6.17218032062416
"4503",6.10439606842611
"4505",5.59809244105507
"4507",6.36935408842497
"4510",5.06924878497957
"4511",6.95255806954456
"4512",6.51564228482695
"4513",6.51564228482695
"4518",5.82140408180573
"4520",6.8741104751929
"4521",5.51947728769328
"4522",5.37126773631996
"4524",5.40802204972152
"4525",6.04287544677133
"4526",6.8741104751929
"4528",5.82140408180573
"4529",4.78404057514702
"4530",5.49344440769836
"4531",5.40865593829664
"4533",6.67339934544735
"4534",5.99884917641234
"4538",5.2086551114407
"4539",6.71588071393745
"4540",6.23716243297785
"4541",6.88059166446969
"4545",6.88059166446969
"4546",6.97329116387541
"4547",6.67309335243475
"4548",5.90583283315358
"4549",6.16712262915232
"4550",5.82308539886513
"4552",5.92412088832479
"4554",6.88059166446969
"4558",5.53471382563516
"4565",5.97090622317633
"4569",6.04936843150178
"4570",5.3444536296348
"4571",5.64641038403245
"4572",6.73418104494341
"4573",7.00888901629758
"4574",6.48372283416081
"4577",5.8051554592775
"4578",6.14477582295396
"4579",7.05502515356388
"4580",6.03566330552152
"4582",6.14523810695894
"4587",6.50376457454557
"4590",6.50376457454557
"4594",5.83239750950974
"4595",6.64506318023588
"4596",5.91208179575817
"4601",5.55978206685942
"4606",6.42270063705583
"4608",6.24722254213546
"4609",6.24893255826857
"4612",5.59947970425715
"4613",5.59792893701661
"4616",6.13461718391008
"4619",6.14760392169929
"4622",6.00566637646826
"4628",6.0565323380101
"4629",6.0565323380101
"4630",5.84609848907079
"4631",6.12647415770218
"4632",6.12241638647751
"4634",6.0035618643507
"4635",6.26468067612905
"4642",6.23969989981872
"4646",7.0193026303573
"4647",6.05265978341401
"4652",6.94146020305046
"4654",6.33051150846631
"4655",6.07020648114516
"4656",6.07020648114516
"4660",6.07350242032356
"4662",6.08791431308049
"4663",7.13661295992339
"4664",6.19084300533452
"4666",7.13661295992339
"4667",5.37973347992071
"4668",6.27112744451713
"4669",6.19607572469171
"4671",5.49817910566569
"4673",5.53332445283895
"4674",6.49188919038074
"4676",6.07732074396959
"4679",5.49817910566569
"4683",5.77014799572029
"4684",6.31199960985938
"4686",5.74950066371885
"4689",5.78622812605189
"4690",5.78622812605189
"4691",5.78622812605189
"4692",6.1424700347485
"4695",6.1424700347485
"4698",6.85134277487448
"4700",5.66241693667627
"4701",5.66241693667627
"4705",5.48858814896258
"4707",6.2854726531629
"4708",6.36809430079072
"4709",5.67623545154581
"4711",6.38498194679738
"4713",5.89710233772844
"4717",5.31950096461955
"4720",5.92918915482386
"4721",6.15384184722357
"4722",5.81923784440169
"4723",5.60629162233441
"4724",5.44095189330046
"4725",5.81923784440169
"4726",5.98156785019464
"4728",5.60629162233441
"4729",6.22796767981859
"4732",6.47362285050414
"4733",6.47362285050414
"4734",6.31904501565765
"4737",5.8583773375781
"4738",6.80293202586975
"4739",6.7168809856617
"4740",6.7017344229397
"4743",5.97915522182431
"4744",6.4496399646874
"4747",5.6352055296078
"4749",5.68151395470441
"4751",6.4496399646874
"4753",6.57265400615383
"4757",7.10239654263547
"4759",6.48973331664041
"4765",6.19244216836249
"4766",6.79073427034453
"4770",5.41936578661871
"4772",5.41936578661871
"4773",5.46944248168824
"4775",5.35828254008207
"4779",6.10574819458634
"4781",5.57762300386389
"4783",5.53170929917959
"4785",5.84973871277232
"4791",6.03823701140783
"4798",6.34442774873314
"4799",5.92615195613516
"4801",6.4979213820998
"4803",6.62733244912036
"4806",5.44572478931916
"4807",5.72659713769437
"4808",6.57368643962344
"4810",5.49733777087317
"4813",6.29409556996876
"4817",6.01174371390037
"4818",6.0682457718997
"4824",6.13553682867901
"4826",5.98391065041273
"4827",5.98391065041273
"4828",6.35821674570032
"4829",5.70417714812486
"4832",5.05851078327403
"4838",7.01114672369529
"4843",6.06962512963795
"4850",5.48433685434221
"4851",5.58711954359338
"4856",5.60655894419657
"4858",5.84402711858482
"4863",6.34732011655239
"4864",6.98152946699653
"4876",5.36381547175814
"4880",5.19273783869275
"4881",5.19273783869275
"4882",5.84345504390358
"4884",6.01698173150355
"4885",5.21478243808574
"4886",5.19730802690617
"4891",6.03383483215974
"4894",6.10687980004335
"4897",6.56137504106326
"4898",6.32287187793285
